ind	marker	a1_count	a2_count	called_geno	a1_corr	a2_corr
OkeCC19NEHR_0002	Oke_U2054_58	130	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_U2056_90	56	90	HET	0	0
OkeCC19NEHR_0002	Oke_U2057_80	63	73	HET	0	0
OkeCC19NEHR_0002	Oke_U305_307	180	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_U504_228	178	2	A1HOM	0	0
OkeCC19NEHR_0002	Oke_U506_110	180	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_U507_087	154	205	HET	0	0
OkeCC19NEHR_0002	Oke_U507_286	1	157	A2HOM	0	0
OkeCC19NEHR_0002	Oke_U509_219	3	582	A2HOM	0	0.75
OkeCC19NEHR_0002	Oke_U511_271	166	0	A1HOM	2	0
OkeCC19NEHR_0002	Oke_U514_150	203	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_arf_319	273	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_brd2_118	0	302	A2HOM	0	0
OkeCC19NEHR_0002	Oke_brp16_65	0	114	A2HOM	0	0
OkeCC19NEHR_0002	Oke_ccd16_77	113	121	HET	0	0
OkeCC19NEHR_0002	Oke_cjo57_86	178	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_ctgf_105	108	130	HET	0	0
OkeCC19NEHR_0002	Oke_e2ig5_50	0	139	A2HOM	0	0
OkeCC19NEHR_0002	Oke_eif4ebp2_64	2	276	A2HOM	0	0
OkeCC19NEHR_0002	Oke_eif4g1_43	0	158	A2HOM	0	0
OkeCC19NEHR_0002	Oke_f5_71	154	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_glrx1_78	48	31	HET	0	0
OkeCC19NEHR_0002	Oke_hsc71_199	318	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_il_1racp_67	240	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_lactb2_71	172	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_mcfd2_86	309	1	A1HOM	0	0
OkeCC19NEHR_0002	Oke_mgll_49	95	62	HET	0	0
OkeCC19NEHR_0002	Oke_nc2b_148	93	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_ndub3_58	270	1	A1HOM	0	0
OkeCC19NEHR_0002	Oke_pgap_92	73	75	HET	0	0
OkeCC19NEHR_0002	Oke_pnrc2_78	4	302	A2HOM	0	0
OkeCC19NEHR_0002	Oke_psmd9_057	287	2	A1HOM	0	0
OkeCC19NEHR_0002	Oke_psmd9_188	155	1	A1HOM	0	0
OkeCC19NEHR_0002	Oke_rab5a_117	127	130	HET	0	0
OkeCC19NEHR_0002	Oke_ras1_249	217	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_serpin_140	0	180	A2HOM	0	0
OkeCC19NEHR_0002	Oke_slc1a3a_86	163	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_sylc_90	80	79	HET	0	0
OkeCC19NEHR_0002	Oke_thic_84	50	52	HET	0	0
OkeCC19NEHR_0002	Oke_txnrd1_74	1	204	A2HOM	0	0
OkeCC19NEHR_0002	Oke_u1_519	267	0	A1HOM	0	0
OkeCC19NEHR_0002	Oke_u200_385	75	85	HET	0	0
OkeCC19NEHR_0002	Oke_u216_222	108	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_ACOT_100	501	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_APOB_60	196	198	HET	0	0
OkeCC19NEHR_0004	Oke_ATP5L_105	2	448	A2HOM	0	0
OkeCC19NEHR_0004	Oke_AhR1_278	581	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_CATB_60	485	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_CD123_62	0	562	A2HOM	0	0
OkeCC19NEHR_0004	Oke_CKS1_70	534	3	A1HOM	0	0
OkeCC19NEHR_0004	Oke_CKS_389	226	221	HET	0	0
OkeCC19NEHR_0004	Oke_CO1A1_72	0	282	A2HOM	0	1.5
OkeCC19NEHR_0004	Oke_CTR2_82	341	325	HET	0	0
OkeCC19NEHR_0004	Oke_DBLOH_79	291	288	HET	0	0
OkeCC19NEHR_0004	Oke_DCXR_87	0	505	A2HOM	0	0
OkeCC19NEHR_0004	Oke_DM20_548	344	0	A1HOM	0.25	0
OkeCC19NEHR_0004	Oke_EF2_394	183	168	HET	0	0
OkeCC19NEHR_0004	Oke_GNMT_100	229	222	HET	0	0
OkeCC19NEHR_0004	Oke_GPDH_191	302	285	HET	0	0
OkeCC19NEHR_0004	Oke_H2AX_72	2	531	A2HOM	0	0
OkeCC19NEHR_0004	Oke_HP_182	285	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_IL8r2_406	841	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_IL8r_272	1883	6	A1HOM	0	0
OkeCC19NEHR_0004	Oke_KPNA2_87	0	0	NA	0	0
OkeCC19NEHR_0004	Oke_LAMP2_186	510	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_METK2_97	108	160	HET	0	0
OkeCC19NEHR_0004	Oke_MLRN_63	3	332	A2HOM	0	0
OkeCC19NEHR_0004	Oke_PDIA3_082	278	273	HET	0	0
OkeCC19NEHR_0004	Oke_PDIA3_475	2	357	A2HOM	0	0
OkeCC19NEHR_0004	Oke_PPA2_635	408	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD10028_44	221	213	HET	0	0
OkeCC19NEHR_0004	Oke_RAD10173_41	494	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD10459_85	0	364	A2HOM	0.25	0
OkeCC19NEHR_0004	Oke_RAD10591_67	470	0	A1HOM	0	0.25
OkeCC19NEHR_0004	Oke_RAD10676_50	470	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD10719_31	396	4	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11183_63	180	155	HET	0	0
OkeCC19NEHR_0004	Oke_RAD11379_85	570	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11444_75	527	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11500_80	397	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11690_33	1	435	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11918_57	447	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11928_30	3	656	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD11999_36	398	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD12038_34	806	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD12294_71	0	584	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD12377_41	264	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD12415_71	314	338	HET	0	0
OkeCC19NEHR_0004	Oke_RAD12909_51	0	270	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD13522_47	4	621	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD14303_73	1500	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD14679_56	479	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD14852_56	186	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD14962_45	140	155	HET	0	0
OkeCC19NEHR_0004	Oke_RAD16205_61	130	132	HET	0	0
OkeCC19NEHR_0004	Oke_RAD1635_77	414	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD16763_78	1	433	A2HOM	0	0.5
OkeCC19NEHR_0004	Oke_RAD16805_31	1	499	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD17085_70	265	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD17316_60	0	361	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD17332_67	0	450	A2HOM	0	0.25
OkeCC19NEHR_0004	Oke_RAD19121_72	386	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD19883_47	126	191	HET	0	0
OkeCC19NEHR_0004	Oke_RAD21307_43	2	1043	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD2158_44	207	190	HET	0	0
OkeCC19NEHR_0004	Oke_RAD22662_43	0	434	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD2414_54	194	187	HET	0	0
OkeCC19NEHR_0004	Oke_RAD24191_34	431	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD2522_75	179	212	HET	0	0
OkeCC19NEHR_0004	Oke_RAD27585_82	0	303	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD27616_72	225	227	HET	0	0
OkeCC19NEHR_0004	Oke_RAD2772_76	123	173	HET	0	0.25
OkeCC19NEHR_0004	Oke_RAD2812_43	465	0	A1HOM	0.25	0
OkeCC19NEHR_0004	Oke_RAD2827_56	189	197	HET	0	0
OkeCC19NEHR_0004	Oke_RAD3131_64	959	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3143_30	315	120	HET	2	0
OkeCC19NEHR_0004	Oke_RAD3223_33	1	208	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3480_76	155	171	HET	0	0
OkeCC19NEHR_0004	Oke_RAD3664_73	278	235	HET	0	0
OkeCC19NEHR_0004	Oke_RAD3693_30	181	185	HET	0	0
OkeCC19NEHR_0004	Oke_RAD369_38	1	267	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3715_76	223	251	HET	0	0
OkeCC19NEHR_0004	Oke_RAD3762_78	460	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3861_38	301	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3907_37	1	642	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3938_71	0	306	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD3995_44	0	498	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD4286_77	255	212	HET	0	0
OkeCC19NEHR_0004	Oke_RAD4538_78	0	543	A2HOM	0	0.25
OkeCC19NEHR_0004	Oke_RAD4787_63	0	543	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD4875_62	0	321	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD5156_68	235	254	HET	0	0
OkeCC19NEHR_0004	Oke_RAD5276_66	0	475	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD5434_50	312	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD5457_49	1340	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD5615_34	0	483	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD5734_46	265	248	HET	0	0
OkeCC19NEHR_0004	Oke_RAD5951_44	0	242	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD7067_53	0	390	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD715_49	318	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD7431_40	236	252	HET	0	0
OkeCC19NEHR_0004	Oke_RAD7512_33	543	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD7883_49	5	610	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD7936_41	491	485	HET	0	0
OkeCC19NEHR_0004	Oke_RAD8018_38	62	67	HET	0	0
OkeCC19NEHR_0004	Oke_RAD8326_32	3	478	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD8335_79	3	1102	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RAD8372_31	249	208	HET	0	0
OkeCC19NEHR_0004	Oke_RAD8698_82	895	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD8799_30	221	193	HET	0	0
OkeCC19NEHR_0004	Oke_RAD8814_56	231	234	HET	0	0
OkeCC19NEHR_0004	Oke_RAD8930_48	250	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD905_85	382	32	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD9273_49	353	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RAD9447_73	254	234	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW10186_42	137	152	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW112_17	844	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW13161_74	324	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW13803_76	1	227	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW14498_66	259	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW14591_59	146	154	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW14903_53	726	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW15717_46	191	201	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW16518_29	4193	6	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW16781_68	275	233	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW16886_37	152	160	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW17423_60	603	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW17478_56	278	231	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW18411_78	1	360	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19534_51	468	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19665_62	554	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19805_61	1	21	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19807_50	2	479	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19817_73	2	497	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW19905_31	258	255	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW20179_61	147	118	HET	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW20811_77	735	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW20999_31	232	265	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW21285_59	346	405	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW21890_73	446	3	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW23444_56	178	150	HET	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW24615_60	164	162	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW24690_58	486	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW25476_76	0	361	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW25539_63	510	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW27843_66	397	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW28182_57	0	570	A2HOM	0.35	0
OkeCC19NEHR_0004	Oke_RDDFW28560_20	303	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW29139_38	459	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW29994_56	574	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW30681_49	165	169	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW32214_64	143	132	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW35061_72	218	269	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW36545_52	263	286	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW36920_78	152	125	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW37304_51	153	164	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW37547_71	472	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW37906_35	120	134	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW37977_64	133	114	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW38189_70	286	259	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW38998_48	226	218	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW39056_71	827	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW39550_74	485	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW41741_28	371	21	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW41894_64	108	95	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW41968_67	0	423	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW44691_36	1	572	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW45450_75	0	261	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW46094_46	301	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW4669_39	209	186	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW46886_62	214	164	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW47500_38	184	214	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW47666_40	265	270	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW47763_68	698	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW47838_76	442	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW48220_71	555	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW48558_66	240	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW48576_24	201	211	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW48705_55	196	203	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW49372_62	0	601	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW50553_28	2	492	A2HOM	0	0.35
OkeCC19NEHR_0004	Oke_RDDFW50712_39	1024	4	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW51270_33	509	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW51705_44	316	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW52567_35	334	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW52773_67	167	123	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW53380_67	110	98	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW54241_69	382	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW57028_36	363	4	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW57213_78	1	346	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW58551_52	226	246	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW58967_48	102	109	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW59084_41	262	187	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW59113_30	226	171	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW6089_75	397	421	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW61097_36	535	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW61270_26	139	134	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW61351_74	1	752	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW61394_55	128	168	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW62184_66	1	593	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW63326_23	312	6	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW63766_37	176	185	HET	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW64078_73	250	277	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW64969_46	157	171	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW65679_48	1	325	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW65809_61	651	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW65817_59	0	840	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW6606_46	295	282	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW66307_18	810	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW66740_41	1	639	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW67033_73	399	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW6714_54	634	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW67894_45	209	186	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW68590_61	1	721	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW6872_56	1	400	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW69367_28	384	432	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW69501_76	171	135	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW69741_55	4	640	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW69778_62	196	161	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW69792_54	269	270	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW70556_28	0	273	A2HOM	0.5	0
OkeCC19NEHR_0004	Oke_RDDFW70829_40	1	528	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW70902_20	200	160	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW71171_55	263	222	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW71319_78	315	327	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW71747_19	8	470	A2HOM	0	1
OkeCC19NEHR_0004	Oke_RDDFW71866_73	0	414	A2HOM	0	0.5
OkeCC19NEHR_0004	Oke_RDDFW72082_30	0	402	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW72091_54	278	267	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW72178_38	100	127	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW72464_65	1	555	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW72515_22	372	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW72580_61	0	253	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW73626_31	1	295	A2HOM	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW73828_41	473	456	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW74107_70	263	259	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW75268_70	111	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW75348_40	0	638	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW76878_51	216	225	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW78157_36	209	239	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW78789_24	149	157	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW80059_43	0	555	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW80154_68	3	730	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW80662_52	1	348	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW89343_75	276	255	HET	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW89357_49	797	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW89443_55	484	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW90259_25	236	200	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW90437_74	2	227	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW91049_44	591	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW91108_63	225	239	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW9156_37	285	0	A1HOM	0	0.25
OkeCC19NEHR_0004	Oke_RDDFW92495_48	2	582	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW92671_68	862	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW92833_41	491	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW93115_22	498	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW93316_60	0	596	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW945_50	627	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW94768_76	4	478	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW95768_60	364	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW96549_63	1	400	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW97046_68	1	637	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW97566_28	307	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW97971_30	704	3	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RDDFW98640_53	88	94	HET	0	0
OkeCC19NEHR_0004	Oke_RDDFW9886_52	526	572	HET	0	0
OkeCC19NEHR_0004	Oke_RFC2_618	399	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_RH1op_245	219	187	HET	0	0
OkeCC19NEHR_0004	Oke_RS9_379	1	375	A2HOM	0	0
OkeCC19NEHR_0004	Oke_RSPRY1_106	0	490	A2HOM	0	0
OkeCC19NEHR_0004	Oke_TCP1_78	467	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_TCTA_99	168	174	HET	0	0
OkeCC19NEHR_0004	Oke_U1002_165	338	343	HET	0	0
OkeCC19NEHR_0004	Oke_U1002_262	500	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U1008_83	0	201	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U1015_255	2	378	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U1017_52	239	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U1019_218	242	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U1020_75	0	451	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U1021_102	211	233	HET	0	0
OkeCC19NEHR_0004	Oke_U1023_147	298	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U1024_113	395	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U1028_100	108	120	HET	0	0
OkeCC19NEHR_0004	Oke_U2001_629	762	5	A1HOM	2	0
OkeCC19NEHR_0004	Oke_U2003_142	583	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2005_62	266	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2006_109	26	247	NA	0	0
OkeCC19NEHR_0004	Oke_U2010_94	687	2	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2011_107	479	443	HET	0	0
OkeCC19NEHR_0004	Oke_U2016_118	0	431	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U2017_87	176	216	HET	0	0
OkeCC19NEHR_0004	Oke_U2019_112	355	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2020_51	0	393	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U2022_101	391	0	A1HOM	2	0
OkeCC19NEHR_0004	Oke_U2024_93	204	205	HET	0	0
OkeCC19NEHR_0004	Oke_U2025_86	497	3	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2026_64	240	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2029_79	262	280	HET	0	0
OkeCC19NEHR_0004	Oke_U2031_37	585	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2032_74	0	427	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U2033_122	457	1	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2034_55	146	146	HET	0	0
OkeCC19NEHR_0004	Oke_U2035_54	202	220	HET	0	0
OkeCC19NEHR_0004	Oke_U2037_76	377	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2041_84	177	173	HET	0	0
OkeCC19NEHR_0004	Oke_U2043_51	406	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2045_43	301	336	HET	0	0
OkeCC19NEHR_0004	Oke_U2048_91	461	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2049_99	0	392	A2HOM	0	0
OkeCC19NEHR_0004	Oke_U2053_60	246	214	HET	0	0
OkeCC19NEHR_0004	Oke_U2054_58	426	0	A1HOM	0	0
OkeCC19NEHR_0004	Oke_U2056_90	210	209	HET	0	0
OkeCC19NEHR_0004	Oke_U2057_80	174	162	HET	0	0
OkeCC19NEHR_0004	Oke_U305_307	235	219	HET	0	0
OkeCC19NEHR_0004	Oke_U504_228	249	255	HET	0	0
